unique_id,full_name,electoral_district,category_declaration,income_category,income_description,income_value,income_value_clean,taxes_value,,property_category,property_description,property_location,property_date,property_legal,deposits_description,deposits_value,deposits_value_clean,other_financial_category,other_financial_description,other_financial_euros,other_financial_clean,vehicles_date,vehicles_description,other_nocat_description,other_nocat_value,debt_institution,debt_date,debt_amount,debt_amount_remain,debt_other,comments
Anabelénvázquezblanco,ANA BELE?N VA?ZQUEZ BLANCO,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO HIPOTECARIO VIVIENDA (BANCO SANTANDER),40850,"200,000.00",145106.95,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,MALAGA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación","Moragos Consultoria y Formación, S.L. (2018) ",45408,45408,,,,,,,,,,,,,,,,,,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Universidad de Alcalá de Henares (2018),5426.28,5426.28,,,,,,,,,,,,,,,,,,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Academia General Militar (2018),1360,1360,,,,,,,,,,,,,,,,,,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",Rendimientos del capital mobiliario a integrar en la base imponible del ahorro IRPF 2018,6527.83,6527.83,,,,,,,,,,,,,,,,,,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,cantidad pagada por irpf,,,,,10294.97,,,,,,,,,,,,,,,,,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Vivienda,Madrid,3/10/2017,Ganancial Compraventa,,,,,,,,,,,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Vivienda,Madrid,24/4/2013,"N.P. 5,56%. Herencia Usufructo 11,11% ",,,,,,,,,,,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Vivienda,Cádiz,27/12/2013,Ganancial Compraventa,,,,,,,,,,,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,bienes patrimoniales,,,,,,,,Vivienda,Madrid,24/4/2013,"N.P. 11,11%. Herencia Usufructo 22,23% ",,,,,,,,,,,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,depositos,,,,,,,,,,,,Depósito en C.C.,"1,870.00 €",1870.00,,,,,,,,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",Fondo de pensiones (Banco Santander),190383,190383.00,,,,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,otros bienes o derechos,,,,,,,,,,,,,,,"Sociedades participadas en mas de un 5% por otras sociedades o entidades q ue sean propiedad, en todo o en parte,d el p arlamentario declarante. ","Moragos Consultori?a y Formacio?n, S.L. 31,25%. 292.658,00€ (valor teo?rico contable a 31-12-2018) ",,292685.00,,,,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,vehículos,,,,,,,,,,,,,,,,,,,24/4/2013,Porsche Cayenne S (modelo de 2007),,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,vehículos,,,,,,,,,,,,,,,,,,,16/10/2018,Mercedes Clase C 180 Kompres (modelo de 2010),,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,vehículos,,,,,,,,,,,,,,,,,,,6/11/2015,Mini Cooper (modelo de 2015),,,,,,,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO hipotecario. Banco Santander. (El 50% del saldo indicado en este documento),43011,"663,000.00",615557.91,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO personal. Sabadell Fin. (El 100% del saldo indicado en este documento),,"12,452.00",11352.00,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,deudas,,,,,,,,,,,,,,,,,,,,,,,Po?liza de cre?dito Banco Santander. (El 100% del saldo indicado en este documento),43651,"7,800.00",0.00,,
Rubénsilvanomansoolivar,Rube?n Silvano Manso Olivar,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO personal. Banco Santander. (E11 00% del saldo indicado en este documento),43269,"12,180.00",10415.00,,
Maríajesúsmoroalmaraz,MARi?A JESU?S MORO ALMARAZ,SALAMANCA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",PERCEPCIONES COMO DIPUTADA. PORTAVOZ SECTORIAL,*4*,,,,,,,,,,,,,,,,,,,,,,,,,
Maríajesúsmoroalmaraz,MARi?A JESU?S MORO ALMARAZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",UNIVERSIDAD DE SALAMANCA (TRIENIOS FUNCIONARIA),5715.88,5715.88,,,,,,,,,,,,,,,,,,,,,,,,
Maríajesúsmoroalmaraz,MARi?A JESU?S MORO ALMARAZ,,cantidad pagada por irpf,,,,,15746.21,,,,,,,,,,,,,,,,,,,,,,,
Maríajesúsmoroalmaraz,MARi?A JESU?S MORO ALMARAZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,"10% Piso-vivienda, trastero y garaje (ampliación domicilio) ",SALAMANCA,29/1/2010,Pleno dominio privativo/ ejecucio?n permuta 2006 piso/edif.fut. Piso-vivienda,,,,,,,,,,,,,,,,,
Maríajesúsmoroalmaraz,MARi?A JESU?S MORO ALMARAZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,"Piso-vivienda, trastero y garaje .Domicilio ",SALAMANCA,30/6/2010,Pleno dominio/Herencia,,,,,,,,,,,,,,,,,
Maríajesúsmoroalmaraz,MARi?A JESU?S MORO ALMARAZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,"Piso-vivienda, trastero y garaje .Domicilio ",SALAMANCA,2/10/2019,Pleno dominio/Herencia,,,,,,,,,,,,,,,,,
Maríajesúsmoroalmaraz,MARi?A JESU?S MORO ALMARAZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Casa,SALAMANCA,2/10/2019,Pleno dominio/Herencia,,,,,,,,,,,,,,,,,
Maríajesúsmoroalmaraz,MARi?A JESU?S MORO ALMARAZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza rústica,2 parcelas rústicas,Salamanca,29/1/2010,Pleno dominio privativo/ ejecución permuta 2006 piso/edif.fut. Piso-vivienda,,,,,,,,,,,,,,,,,
Maríajesúsmoroalmaraz,MARi?A JESU?S MORO ALMARAZ,,depositos,,,,,,,,,,,,DEPÓSITOS EN CUENTAS CORRIENTES O DE AHORROS (dos entidades bancarias),"200,000.00 €",200000.00,,,,,,,,,,,,,,
Maríajesúsmoroalmaraz,MARi?A JESU?S MORO ALMARAZ,,vehículos,,,,,,,,,,,,,,,,,,,30/8/2012,AUDI A4,,,,,,,,
Guillermodíazgómez,GUILLERMO DiAZ GO?MEZ,MALAGA,rentas,OTRAS rentas o percepciones de cualquier clase,ALQUILER PISO,4725,4725,,,,,,,,,,,,,,,,,,,,,,,,
Guillermodíazgómez,GUILLERMO DiAZ GO?MEZ,,cantidad pagada por irpf,,,,,14807.15,,,,,,,,,,,,,,,,,,,,,,,
Guillermodíazgómez,GUILLERMO DiAZ GO?MEZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO,MALAGA,28/4/2006,100% PLENO DOMINIO,,,,,,,,,,,,,,,,,
Guillermodíazgómez,GUILLERMO DiAZ GO?MEZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO,MALAGA,9/11/2007,50% DOMINIO,,,,,,,,,,,,,,,,,
Guillermodíazgómez,GUILLERMO DiAZ GO?MEZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA DE GARAJE,MALAGA,9/11/2007,50%DOMINIO,,,,,,,,,,,,,,,,,
Guillermodíazgómez,GUILLERMO DiAZ GO?MEZ,,depositos,,,,,,,,,,,,,"6,553.12 €",6553.12,,,,,,,,,,,,,,
Guillermodíazgómez,GUILLERMO DiAZ GO?MEZ,,otros,,,,,,,,,,,,,,,,,,,,,PLAN DE PENSIONES,170334,,,,,,
Guillermodíazgómez,GUILLERMO DiAZ GO?MEZ,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO HIPOTECARIO BANKIA,39395,"300,000.00",250132.75,,
Guillermodíazgómez,GUILLERMO DiAZ GO?MEZ,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO HIPOTECARIO  SANTANDER,38835,"140,000.00",103738.89,,
Guillermodíazgómez,GUILLERMO DiAZ GO?MEZ,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO PERSONAL - SANTANDER,,"15,337.15",5923.64,,
Ricardochamorrodelmo,RICARDO CHAMORRO DELMO,CIUDAD REAL,cantidad pagada por irpf,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,
Ricardochamorrodelmo,RICARDO CHAMORRO DELMO,,depositos,,,,,,,,,,,,CUENTA CORRIENTE,"2,672.95 €",2672.95,,,,,,,,,,,,,,
Ricardochamorrodelmo,RICARDO CHAMORRO DELMO,,otros,,,,,,,,,,,,,,,,,,,,,MUTUALIDAD DE LA ABOGACIA,,,,,,,
Ricardochamorrodelmo,RICARDO CHAMORRO DELMO,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRESTAMO PERSONAL EUROCAJA RURAL,42824,"45,000.00",11000.00,,
Ricardochamorrodelmo,RICARDO CHAMORRO DELMO,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRESTAMO PERSONAL CAIXA,43665,32.7522.66,9966.64,,
Susanasumelzojordán,SUSANA SUMELZO JORDA?N,ZARAGOZA,cantidad pagada por irpf,,,,,16122.22,,,,,,,,,,,,,,,,,,,,,,,
Susanasumelzojordán,SUSANA SUMELZO JORDA?N,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO (ESTUDIO 35 m.),ZARAGOZA,12/11/2019,PLENO DOMINIO! COMPRAVENTA,,,,,,,,,,,,,,,,,
Susanasumelzojordán,SUSANA SUMELZO JORDA?N,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO (ESTUDIO 35 m.),ZARAGOZA,12/11/2019,PLENO DOMINIO! COMPRAVENTA,,,,,,,,,,,,,,,,,
Susanasumelzojordán,SUSANA SUMELZO JORDA?N,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA APARCAMIENTO,ZARAGOZA,12-11-1019,PLENO DOMINIO! COMPRAVENTA,,,,,,,,,,,,,,,,,
Susanasumelzojordán,SUSANA SUMELZO JORDA?N,,depositos,,,,,,,,,,,,CUENTA CORRIENTE,"55,853.74 €",55853.74,,,,,,,,,,,,,,
Susanasumelzojordán,SUSANA SUMELZO JORDA?N,,otros,,,,,,,,,,,,,,,,,,,,,PLAN PREVISiO?N SOCIAL,1572126,,,,,,
Susanasumelzojordán,SUSANA SUMELZO JORDA?N,,otros,,,,,,,,,,,,,,,,,,,,,CORTES GENERALES MICROCRE?DITO AL PSOE (ABRIL 2019),1000,,,,,,
Susanasumelzojordán,SUSANA SUMELZO JORDA?N,,otros,,,,,,,,,,,,,,,,,,,,,MICROCRE?DITO AL PSOE (NOVIEMBRE 2019),1000,,,,,,
Isabelpozuetafernández,ISABEL POZUETA FERNANDEZ,NAVARRA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Rendimiento neto actividad profesional,"20,278,58 ",20278.58,,,,,,,,,,,,,,,,,,,,,,,,
Isabelpozuetafernández,ISABEL POZUETA FERNANDEZ,,cantidad pagada por irpf,,,,,8969.60,,,,,,,,,,,,,,,,,,,,,,,
Isabelpozuetafernández,ISABEL POZUETA FERNANDEZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Vivienda propia,Alsasua,1992,Compraventa,,,,,,,,,,,,,,,,,
Isabelpozuetafernández,ISABEL POZUETA FERNANDEZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,vivienda propia,Hendaya,2007,Compraventa,,,,,,,,,,,,,,,,,
Isabelpozuetafernández,ISABEL POZUETA FERNANDEZ,,depositos,,,,,,,,,,,,cuentas conjuntas con conyuge,"42,735.00 €",42735.00,,,,,,,,,,,,,,
Isabelpozuetafernández,ISABEL POZUETA FERNANDEZ,,vehículos,,,,,,,,,,,,,,,,,,,1/2/2015,Renault Kangoo,,,,,,,,
Isabelpozuetafernández,ISABEL POZUETA FERNANDEZ,,otros,,,,,,,,,,,,,,,,,,,,,Plan de pensiones,775401,,,,,,
Isabelpozuetafernández,ISABEL POZUETA FERNANDEZ,,deudas,,,,,,,,,,,,,,,,,,,,,,,HIPOTECA,39230,"149,600.00",26354.00,,
Isabelpozuetafernández,ISABEL POZUETA FERNANDEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,Se modifica con esta Declaracion de bienes y rentas la presentada con fecha 21 de noviembre por haber un error en aquella en la casilla correspondiente al saldo de todos los depositas en cuentas corrientes.
Carlosgarcíaadanero,Carlos Garci?a Adanero,NAVARRA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Parlamentario Foral,39641.19,39641.19,,,,,,,,,,,,,,,,,,,,,,,,
Carlosgarcíaadanero,Carlos Garci?a Adanero,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Coordinador Grupo Parlamentario UPN,14400,14400,,,,,,,,,,,,,,,,,,,,,,,,
Carlosgarcíaadanero,Carlos Garci?a Adanero,,cantidad pagada por irpf,,,,,17538.08,,,,,,,,,,,,,,,,,,,,,,,
Carlosgarcíaadanero,Carlos Garci?a Adanero,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Piso,Propiedad,7/011/2011,Propiedad 50%,,,,,,,,,,,,,,,,,
Carlosgarcíaadanero,Carlos Garci?a Adanero,,depositos,,,,,,,,,,,,Cuenta corriente,"5440,43 . ",5440.43,,,,,,,,,,,,,,
Carlosgarcíaadanero,Carlos Garci?a Adanero,,vehículos,,,,,,,,,,,,,,,,,,,14/2/2004,Coche Chrysler Voyager,,,,,,,,
Carlosgarcíaadanero,Carlos Garci?a Adanero,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO hipotecario Caixabank,,"300,000.00",197750.00,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,BARCELONA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Percepciones salariares e imparticio?n de cursos.,50335.29,50335.29,,,,,,,,,,,,,,,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Alquileres,19116.18,19116.18,,,,,,,,,,,,,,,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Rendimientos profesionales,788214.99,788214.99,,,,,,,,,,,,,,,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,rentas,"Dividendos y participación en beneficios de sociedades, comunidades o entidades de cualquier clase ",Dividendos,7624.75,7624.75,,,,,,,,,,,,,,,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",Intereses de cuentas,114.49,114.49,,,,,,,,,,,,,,,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,cantidad pagada por irpf,,,,,218912.09,,,,,,,,,,,,,,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Vivienda en L'Estartit (80 m2+720 m2 de huerto),Girona,12/8/2015,Pleno dominio (compra),,,,,,,,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Apartamento en Barcelona (33 m2),Barcelona,2/3/2007,Pleno dominio (compra),,,,,,,,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Despacho en Barcelona (44 m2),Barcelona,7/10/2014,Pleno dominio (herencia),,,,,,,,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,bienes patrimoniales,,,,,,,"Bienes inmuebles propiedad de una sociedad, comunidad o entidad que no cotiza en Bolsa y de la que el declarante tiene acciones o participaciones. ","Local comercial en Barcelona titularidad Societat Gestora d'AC Advocats i Consultors, SL (70m2) ",Barcelona,7/2/2019,Pleno dominio (compra),,,,,,,,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,bienes patrimoniales,,,,,,,"Bienes inmuebles propiedad de una sociedad, comunidad o entidad que no cotiza en Bolsa y de la que el declarante tiene acciones o participaciones. ","2 plazas de parking en Barcelona titularidad de Societat Gestora d'AC Advocats i Consultors, SL ",Barcelona,7/2/2019,Pleno dominio (compra),,,,,,,,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,depositos,,,,,,,,,,,,Cuentas corrientes,"10,134.13 €",10134.13,,,,,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",12.154 acciones SERHS,30992.7,30992.70,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",3.096 acciones Banc de Sabadell,3134.7,3134.70,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ","75% de las participaciones sociales de Societat Gestora d'AC Advocats i Consultors, S.L. ",279557.42,279557.42,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ","30% de las participaciones sociales de ACCH Concursal Abogados Economistas y Consultores, S.L.P . ",930,930.00,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ","60% de las participaciones de ACG, Sociedad Profesional de Abogados Auditores y Economistas, Administradores Concursales, S.L.P. ",1800,1800.00,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ","75% de las participaciones de Alonso-Cuevillas Advocats, S.L. ",83174.11,83174.11,,,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,vehículos,,,,,,,,,,,,,,,,,,,20/2/2023,Moto Peugeuot Elyseo 150,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,vehículos,,,,,,,,,,,,,,,,,,,2014,Moto Suzuki Burgman 200,,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,vehículos,,,,,,,,,,,,,,,,,,,2017,Coche Mini Cooper (Ieasing),,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,vehículos,,,,,,,,,,,,,,,,,,,2018,Coche Audi Q7 (renting),,,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,otros,,,,,,,,,,,,,,,,,,,,,Plan de Pensiones Ahorro (Mutualidad General Abogaci?a),5636357,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,otros,,,,,,,,,,,,,,,,,,,,,Plan de Pensiones Fallecimiento (Mutualidad de Abogados),9177211,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,otros,,,,,,,,,,,,,,,,,,,,,Plan de Pensiones Ahorro (Alter Mu?tua Advocats),11225942,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,otros,,,,,,,,,,,,,,,,,,,,,Plan de Pensiones Fallecimiento (Alter Mu?tua Advocats),150253,,,,,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,deudas,,,,,,,,,,,,,,,,,,,,,,,"PRÉSTAMO con garanti?a hipotecaria PRÉSTAMO con garanti?a hipotecaria Caixabank que pesa sobre el apartamento de Barcelona PRÉSTAMO con garanti?a hipotecaria BBVA que pesa sobre el local comercial titularidad de Societat Gestora d'AC Advocats i Consultors, S.L. ",42228,"266,880.17",210892.00,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRÉSTAMO con garanti?a hipotecaria Caixabank que pesa sobre el apartamento de Barcelona,39143,"230,000.00",128869.24,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,deudas,,,,,,,,,,,,,,,,,,,,,,,"PRÉSTAMO con garanti?a hipotecaria BBVA que pesa sobre el local comercial titularidad de Societat Gestora d'AC Advocats i Consultors, S.L. ",43503,"324,000.00",312301.19,,
Jaumealonso-Cuevillasisayrol,JAUME ALONSO-CUEVILLAS I SAYROL,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embarcacio?n Beneteau Antares (leasing 2009) Titularidad derechos concesio?n administrativa amarre puerto Estartit
Albertoasartacuevas,ALBERTO TEOFILO ASARTA CUEVAS,CASTELLON,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",PENSiO?N CLASES PASIVAS,29162,29162,,,,,,,,,,,,,,,,,,,,,,,,
Albertoasartacuevas,ALBERTO TEOFILO ASARTA CUEVAS,,rentas,"Dividendos y participación en beneficios de sociedades, comunidades o entidades de cualquier clase ",,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Albertoasartacuevas,ALBERTO TEOFILO ASARTA CUEVAS,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",,400.32,400.32,,,,,,,,,,,,,,,,,,,,,,,,
Albertoasartacuevas,ALBERTO TEOFILO ASARTA CUEVAS,,rentas,OTRAS rentas o percepciones de cualquier clase,ALQUILER DE VIVIENDA EN VILLAREAL (CASTELLO?N),5400/AÑO,5400,,,,,,,,,,,,,,,,,,,,,,,,
Albertoasartacuevas,ALBERTO TEOFILO ASARTA CUEVAS,,cantidad pagada por irpf,,,,,58.51,,,,,,GANANCIAL COMPRA VENT A,,,,,,,,,,,,,,,,,
Albertoasartacuevas,ALBERTO TEOFILO ASARTA CUEVAS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,P I S O,V I L L A R E A L (CASTELLO?N),2011,GANANCIAL COMPRA VENT A,,,,,,,,,,,,,,,,,
Albertoasartacuevas,ALBERTO TEOFILO ASARTA CUEVAS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA DE APARCAMIENTO,VILLARREAL (CASTELLO?N),2011,GANANCIAL COMPRA VENT A,,,,,,,,,,,,,,,,,
Albertoasartacuevas,ALBERTO TEOFILO ASARTA CUEVAS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO,V ALENCIA,2001,GANANCIAL COMPRA VENT A,,,,,,,,,,,,,,,,,
Albertoasartacuevas,ALBERTO TEOFILO ASARTA CUEVAS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO,V I L L A R E A L,2019,GANANCIAL COMPRA VENT A,,,,,,,,,,,,,,,,,
Albertoasartacuevas,ALBERTO TEOFILO ASARTA CUEVAS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO,V I L L A R E A L (CASTELLO?N),2013,GANANCIAL COMPRA VENT A,,,,,,,,,,,,,,,,,
Albertoasartacuevas,ALBERTO TEOFILO ASARTA CUEVAS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,2 PLAZAS DE APARCAMIENTO,V I L L A R E A L (CASTELLO?N),2013,GANANCIAL COMPRA VENT A,,,,,,,,,,,,,,,,,
Albertoasartacuevas,ALBERTO TEOFILO ASARTA CUEVAS,,vehículos,,,,,,,,,,,,,,,,,,,20/6/2023,MERCEDES BENZ 320 COI DE SEGUNDA MANO PROCEDENTE DE ALEMANIA,,,,,,,,
Albertoasartacuevas,ALBERTO TEOFILO ASARTA CUEVAS,,vehículos,,,,,,,,,,,,,,,,,,,2013,OPEL ASTRA CDTl1.7 DE NUEVA ADQUISICiO?N,,,,,,,,
Albertoasartacuevas,ALBERTO TEOFILO ASARTA CUEVAS,,otros,,,,,,,,,,,,,,,,,,,,,EN CUENTA CORRIENTE DEL BANCO DE SANTANDER A 17 DE NOVIEMBRE DE 2019,193282,,,,,,
